Дата;Открытие;Макс;Мин;Закрытие;
05.10.2018;114870.0000000;114950.0000000;114870.0000000;114920.0000000;
05.10.2018;114920.0000000;114940.0000000;114900.0000000;114930.0000000;
05.10.2018;114930.0000000;114940.0000000;114880.0000000;114920.0000000;
05.10.2018;114910.0000000;114910.0000000;114870.0000000;114870.0000000;
05.10.2018;114870.0000000;114980.0000000;114870.0000000;114920.0000000;
05.10.2018;114920.0000000;114990.0000000;114920.0000000;114960.0000000;
05.10.2018;114960.0000000;115020.0000000;114930.0000000;115020.0000000;
05.10.2018;115010.0000000;115030.0000000;114960.0000000;115020.0000000;
05.10.2018;115020.0000000;115050.0000000;115010.0000000;115030.0000000;
05.10.2018;115020.0000000;115060.0000000;115000.0000000;115020.0000000;
05.10.2018;115020.0000000;115030.0000000;114980.0000000;114980.0000000;
05.10.2018;114990.0000000;115010.0000000;114960.0000000;114990.0000000;
05.10.2018;115000.0000000;115020.0000000;114980.0000000;115000.0000000;
05.10.2018;115000.0000000;115010.0000000;114960.0000000;114980.0000000;
05.10.2018;114960.0000000;114980.0000000;114950.0000000;114970.0000000;
05.10.2018;114980.0000000;115000.0000000;114960.0000000;114990.0000000;
05.10.2018;114980.0000000;114990.0000000;114950.0000000;114960.0000000;
05.10.2018;114960.0000000;114970.0000000;114910.0000000;114910.0000000;
05.10.2018;114910.0000000;114930.0000000;114900.0000000;114920.0000000;
05.10.2018;114900.0000000;114960.0000000;114890.0000000;114910.0000000;
05.10.2018;114900.0000000;114950.0000000;114900.0000000;114920.0000000;
05.10.2018;114920.0000000;114930.0000000;114850.0000000;114890.0000000;
05.10.2018;114900.0000000;114940.0000000;114890.0000000;114900.0000000;
05.10.2018;114900.0000000;114940.0000000;114900.0000000;114940.0000000;
05.10.2018;114940.0000000;114960.0000000;114890.0000000;114890.0000000;
05.10.2018;114890.0000000;114890.0000000;114860.0000000;114870.0000000;
05.10.2018;114860.0000000;114870.0000000;114810.0000000;114810.0000000;
05.10.2018;114810.0000000;114840.0000000;114780.0000000;114800.0000000;
05.10.2018;114800.0000000;114840.0000000;114790.0000000;114820.0000000;
05.10.2018;114830.0000000;114860.0000000;114770.0000000;114850.0000000;
05.10.2018;114850.0000000;114860.0000000;114820.0000000;114860.0000000;
05.10.2018;114850.0000000;114930.0000000;114830.0000000;114910.0000000;
05.10.2018;114910.0000000;114920.0000000;114880.0000000;114900.0000000;
05.10.2018;114910.0000000;114920.0000000;114880.0000000;114920.0000000;
05.10.2018;114900.0000000;114930.0000000;114900.0000000;114920.0000000;
05.10.2018;114930.0000000;115020.0000000;114930.0000000;114980.0000000;
05.10.2018;114980.0000000;115040.0000000;114980.0000000;114980.0000000;
05.10.2018;115000.0000000;115000.0000000;114960.0000000;114980.0000000;
05.10.2018;114980.0000000;115010.0000000;114970.0000000;114990.0000000;
05.10.2018;115000.0000000;115000.0000000;114980.0000000;114990.0000000;
05.10.2018;114990.0000000;115030.0000000;114990.0000000;115010.0000000;
05.10.2018;115010.0000000;115130.0000000;115010.0000000;115100.0000000;
05.10.2018;115100.0000000;115110.0000000;115010.0000000;115010.0000000;
05.10.2018;115020.0000000;115040.0000000;114990.0000000;115030.0000000;
05.10.2018;115030.0000000;115040.0000000;114990.0000000;115000.0000000;
05.10.2018;115000.0000000;115030.0000000;114950.0000000;115030.0000000;
05.10.2018;115020.0000000;115040.0000000;114950.0000000;114960.0000000;
05.10.2018;114950.0000000;114980.0000000;114930.0000000;114970.0000000;
05.10.2018;114980.0000000;114980.0000000;114940.0000000;114950.0000000;
05.10.2018;114950.0000000;115000.0000000;114950.0000000;114960.0000000;
05.10.2018;114960.0000000;114990.0000000;114940.0000000;114940.0000000;
05.10.2018;114940.0000000;114990.0000000;114910.0000000;114990.0000000;
05.10.2018;114990.0000000;115000.0000000;114960.0000000;115000.0000000;
05.10.2018;114990.0000000;114990.0000000;114960.0000000;114970.0000000;
05.10.2018;114980.0000000;114990.0000000;114950.0000000;114960.0000000;
05.10.2018;114960.0000000;114990.0000000;114940.0000000;114950.0000000;
05.10.2018;114960.0000000;114970.0000000;114950.0000000;114960.0000000;
05.10.2018;114950.0000000;114950.0000000;114910.0000000;114940.0000000;
05.10.2018;114930.0000000;114930.0000000;114900.0000000;114910.0000000;
05.10.2018;114910.0000000;114960.0000000;114910.0000000;114960.0000000;
05.10.2018;114950.0000000;114980.0000000;114940.0000000;114950.0000000;
05.10.2018;114980.0000000;115030.0000000;114970.0000000;114990.0000000;
05.10.2018;114990.0000000;115050.0000000;114980.0000000;115020.0000000;
05.10.2018;115010.0000000;115020.0000000;115000.0000000;115010.0000000;
05.10.2018;115020.0000000;115050.0000000;115020.0000000;115030.0000000;
05.10.2018;115030.0000000;115030.0000000;114980.0000000;115000.0000000;
05.10.2018;115000.0000000;115000.0000000;114940.0000000;114970.0000000;
05.10.2018;114960.0000000;114960.0000000;114900.0000000;114910.0000000;
05.10.2018;114900.0000000;114940.0000000;114880.0000000;114890.0000000;
05.10.2018;114900.0000000;114900.0000000;114860.0000000;114870.0000000;
05.10.2018;114870.0000000;114890.0000000;114860.0000000;114890.0000000;
05.10.2018;114880.0000000;114930.0000000;114880.0000000;114930.0000000;
05.10.2018;114910.0000000;114920.0000000;114900.0000000;114910.0000000;
05.10.2018;114920.0000000;114920.0000000;114830.0000000;114900.0000000;
05.10.2018;114910.0000000;114930.0000000;114870.0000000;114870.0000000;
05.10.2018;114880.0000000;114940.0000000;114860.0000000;114920.0000000;
05.10.2018;114920.0000000;114970.0000000;114920.0000000;114940.0000000;
05.10.2018;114950.0000000;114970.0000000;114930.0000000;114930.0000000;
05.10.2018;114960.0000000;114960.0000000;114910.0000000;114950.0000000;
05.10.2018;114950.0000000;114960.0000000;114910.0000000;114930.0000000;
05.10.2018;114950.0000000;114950.0000000;114900.0000000;114900.0000000;
05.10.2018;114900.0000000;114910.0000000;114870.0000000;114890.0000000;
05.10.2018;114880.0000000;114900.0000000;114870.0000000;114890.0000000;
05.10.2018;114890.0000000;114940.0000000;114890.0000000;114910.0000000;
05.10.2018;114910.0000000;114940.0000000;114910.0000000;114930.0000000;
05.10.2018;114930.0000000;115000.0000000;114930.0000000;114960.0000000;
05.10.2018;114970.0000000;115020.0000000;114970.0000000;115000.0000000;
05.10.2018;114990.0000000;114990.0000000;114970.0000000;114980.0000000;
05.10.2018;114990.0000000;115000.0000000;114960.0000000;114960.0000000;
05.10.2018;114960.0000000;114980.0000000;114950.0000000;114980.0000000;
05.10.2018;114990.0000000;115030.0000000;114970.0000000;115030.0000000;
05.10.2018;115040.0000000;115040.0000000;115010.0000000;115030.0000000;
05.10.2018;115030.0000000;115060.0000000;115010.0000000;115010.0000000;
05.10.2018;115030.0000000;115160.0000000;115020.0000000;115100.0000000;
05.10.2018;115100.0000000;115140.0000000;115070.0000000;115130.0000000;
05.10.2018;115130.0000000;115130.0000000;115070.0000000;115110.0000000;
05.10.2018;115110.0000000;115170.0000000;115110.0000000;115150.0000000;
05.10.2018;115150.0000000;115170.0000000;115120.0000000;115130.0000000;
05.10.2018;115130.0000000;115140.0000000;115120.0000000;115120.0000000;
05.10.2018;115140.0000000;115170.0000000;115130.0000000;115160.0000000;
05.10.2018;115160.0000000;115250.0000000;115150.0000000;115190.0000000;
05.10.2018;115190.0000000;115210.0000000;115140.0000000;115160.0000000;
05.10.2018;115160.0000000;115200.0000000;115160.0000000;115180.0000000;
05.10.2018;115170.0000000;115170.0000000;115120.0000000;115140.0000000;
05.10.2018;115150.0000000;115200.0000000;115150.0000000;115190.0000000;
05.10.2018;115210.0000000;115220.0000000;115150.0000000;115150.0000000;
05.10.2018;115160.0000000;115210.0000000;115160.0000000;115160.0000000;
05.10.2018;115160.0000000;115170.0000000;115100.0000000;115130.0000000;
05.10.2018;115130.0000000;115220.0000000;115130.0000000;115200.0000000;
05.10.2018;115200.0000000;115210.0000000;115180.0000000;115190.0000000;
05.10.2018;115180.0000000;115180.0000000;115140.0000000;115180.0000000;
05.10.2018;115180.0000000;115240.0000000;115170.0000000;115230.0000000;
05.10.2018;115220.0000000;115240.0000000;115180.0000000;115180.0000000;
05.10.2018;115200.0000000;115210.0000000;115160.0000000;115160.0000000;
05.10.2018;115160.0000000;115170.0000000;115130.0000000;115150.0000000;
05.10.2018;115150.0000000;115150.0000000;115120.0000000;115130.0000000;
05.10.2018;115130.0000000;115150.0000000;115130.0000000;115140.0000000;
05.10.2018;115150.0000000;115150.0000000;115130.0000000;115150.0000000;
05.10.2018;115150.0000000;115150.0000000;115120.0000000;115120.0000000;
05.10.2018;115120.0000000;115180.0000000;115120.0000000;115180.0000000;
05.10.2018;115160.0000000;115160.0000000;115100.0000000;115140.0000000;
05.10.2018;115130.0000000;115140.0000000;115100.0000000;115100.0000000;
05.10.2018;115090.0000000;115100.0000000;115080.0000000;115100.0000000;
05.10.2018;115100.0000000;115140.0000000;115080.0000000;115140.0000000;
05.10.2018;115120.0000000;115210.0000000;115120.0000000;115210.0000000;
05.10.2018;115200.0000000;115250.0000000;115200.0000000;115250.0000000;
05.10.2018;115260.0000000;115330.0000000;115260.0000000;115320.0000000;
05.10.2018;115310.0000000;115330.0000000;115270.0000000;115310.0000000;
05.10.2018;115310.0000000;115320.0000000;115280.0000000;115310.0000000;
05.10.2018;115310.0000000;115320.0000000;115270.0000000;115310.0000000;
05.10.2018;115320.0000000;115340.0000000;115290.0000000;115340.0000000;
05.10.2018;115340.0000000;115350.0000000;115260.0000000;115300.0000000;
05.10.2018;115300.0000000;115310.0000000;115240.0000000;115240.0000000;
05.10.2018;115240.0000000;115260.0000000;115240.0000000;115250.0000000;
05.10.2018;115260.0000000;115270.0000000;115220.0000000;115230.0000000;
05.10.2018;115220.0000000;115260.0000000;115220.0000000;115240.0000000;
05.10.2018;115250.0000000;115310.0000000;115220.0000000;115290.0000000;
05.10.2018;115280.0000000;115340.0000000;115280.0000000;115330.0000000;
05.10.2018;115330.0000000;115450.0000000;115300.0000000;115420.0000000;
05.10.2018;115420.0000000;115580.0000000;115380.0000000;115480.0000000;
05.10.2018;115480.0000000;115480.0000000;115400.0000000;115400.0000000;
05.10.2018;115410.0000000;115430.0000000;115330.0000000;115370.0000000;
05.10.2018;115370.0000000;115420.0000000;115360.0000000;115360.0000000;
05.10.2018;115360.0000000;115380.0000000;115320.0000000;115340.0000000;
05.10.2018;115330.0000000;115410.0000000;115310.0000000;115400.0000000;
05.10.2018;115400.0000000;115400.0000000;115350.0000000;115350.0000000;
05.10.2018;115380.0000000;115410.0000000;115370.0000000;115390.0000000;
05.10.2018;115350.0000000;115360.0000000;115320.0000000;115330.0000000;
05.10.2018;115330.0000000;115400.0000000;115330.0000000;115400.0000000;
05.10.2018;115390.0000000;115490.0000000;115390.0000000;115480.0000000;
05.10.2018;115470.0000000;115490.0000000;115410.0000000;115410.0000000;
05.10.2018;115420.0000000;115430.0000000;115390.0000000;115400.0000000;
05.10.2018;115390.0000000;115390.0000000;115360.0000000;115380.0000000;
05.10.2018;115370.0000000;115400.0000000;115330.0000000;115340.0000000;
05.10.2018;115330.0000000;115350.0000000;115330.0000000;115350.0000000;
05.10.2018;115360.0000000;115380.0000000;115350.0000000;115370.0000000;
05.10.2018;115370.0000000;115390.0000000;115360.0000000;115390.0000000;
05.10.2018;115400.0000000;115400.0000000;115380.0000000;115380.0000000;
05.10.2018;115390.0000000;115400.0000000;115370.0000000;115380.0000000;
05.10.2018;115360.0000000;115370.0000000;115350.0000000;115350.0000000;
05.10.2018;115350.0000000;115390.0000000;115350.0000000;115370.0000000;
05.10.2018;115380.0000000;115400.0000000;115380.0000000;115400.0000000;
05.10.2018;115400.0000000;115430.0000000;115360.0000000;115360.0000000;
05.10.2018;115360.0000000;115420.0000000;115350.0000000;115420.0000000;
05.10.2018;115430.0000000;115450.0000000;115400.0000000;115400.0000000;
05.10.2018;115430.0000000;115460.0000000;115420.0000000;115460.0000000;
05.10.2018;115460.0000000;115480.0000000;115400.0000000;115430.0000000;
05.10.2018;115430.0000000;115440.0000000;115400.0000000;115400.0000000;
05.10.2018;115410.0000000;115450.0000000;115370.0000000;115370.0000000;
05.10.2018;115390.0000000;115450.0000000;115390.0000000;115450.0000000;
05.10.2018;115450.0000000;115470.0000000;115410.0000000;115420.0000000;
05.10.2018;115430.0000000;115500.0000000;115430.0000000;115490.0000000;
05.10.2018;115480.0000000;115480.0000000;115440.0000000;115450.0000000;
05.10.2018;115450.0000000;115490.0000000;115440.0000000;115470.0000000;
05.10.2018;115470.0000000;115490.0000000;115430.0000000;115470.0000000;
05.10.2018;115470.0000000;115470.0000000;115420.0000000;115430.0000000;
05.10.2018;115430.0000000;115430.0000000;115410.0000000;115420.0000000;
05.10.2018;115400.0000000;115420.0000000;115380.0000000;115390.0000000;
05.10.2018;115400.0000000;115420.0000000;115400.0000000;115400.0000000;
05.10.2018;115410.0000000;115450.0000000;115410.0000000;115430.0000000;
05.10.2018;115440.0000000;115450.0000000;115410.0000000;115410.0000000;
05.10.2018;115410.0000000;115420.0000000;115390.0000000;115410.0000000;
05.10.2018;115400.0000000;115400.0000000;115350.0000000;115350.0000000;
05.10.2018;115380.0000000;115390.0000000;115350.0000000;115380.0000000;
05.10.2018;115360.0000000;115360.0000000;115340.0000000;115340.0000000;
05.10.2018;115340.0000000;115340.0000000;115340.0000000;115340.0000000;
05.10.2018;115340.0000000;115370.0000000;115320.0000000;115350.0000000;
05.10.2018;115360.0000000;115370.0000000;115280.0000000;115310.0000000;
05.10.2018;115310.0000000;115340.0000000;115290.0000000;115330.0000000;
05.10.2018;115350.0000000;115390.0000000;115350.0000000;115370.0000000;
05.10.2018;115360.0000000;115380.0000000;115350.0000000;115360.0000000;
05.10.2018;115360.0000000;115370.0000000;115330.0000000;115330.0000000;
05.10.2018;115340.0000000;115340.0000000;115290.0000000;115290.0000000;
05.10.2018;115300.0000000;115350.0000000;115300.0000000;115350.0000000;
05.10.2018;115360.0000000;115370.0000000;115350.0000000;115360.0000000;
05.10.2018;115370.0000000;115380.0000000;115350.0000000;115350.0000000;
05.10.2018;115360.0000000;115370.0000000;115300.0000000;115300.0000000;
05.10.2018;115330.0000000;115330.0000000;115300.0000000;115310.0000000;
05.10.2018;115300.0000000;115340.0000000;115300.0000000;115340.0000000;
05.10.2018;115340.0000000;115340.0000000;115280.0000000;115280.0000000;
05.10.2018;115280.0000000;115300.0000000;115220.0000000;115220.0000000;
05.10.2018;115220.0000000;115260.0000000;115210.0000000;115260.0000000;
05.10.2018;115260.0000000;115290.0000000;115250.0000000;115270.0000000;
05.10.2018;115270.0000000;115340.0000000;115270.0000000;115340.0000000;
05.10.2018;115330.0000000;115350.0000000;115290.0000000;115290.0000000;
05.10.2018;115300.0000000;115300.0000000;115280.0000000;115290.0000000;
05.10.2018;115280.0000000;115310.0000000;115270.0000000;115310.0000000;
05.10.2018;115310.0000000;115320.0000000;115280.0000000;115290.0000000;
05.10.2018;115290.0000000;115300.0000000;115270.0000000;115290.0000000;
05.10.2018;115300.0000000;115370.0000000;115300.0000000;115360.0000000;
05.10.2018;115370.0000000;115410.0000000;115370.0000000;115390.0000000;
05.10.2018;115390.0000000;115450.0000000;115390.0000000;115440.0000000;
05.10.2018;115450.0000000;115480.0000000;115420.0000000;115420.0000000;
05.10.2018;115420.0000000;115440.0000000;115390.0000000;115430.0000000;
05.10.2018;115430.0000000;115440.0000000;115400.0000000;115420.0000000;
05.10.2018;115430.0000000;115470.0000000;115430.0000000;115460.0000000;
05.10.2018;115440.0000000;115440.0000000;115400.0000000;115410.0000000;
05.10.2018;115410.0000000;115440.0000000;115410.0000000;115430.0000000;
05.10.2018;115430.0000000;115430.0000000;115400.0000000;115420.0000000;
05.10.2018;115420.0000000;115450.0000000;115400.0000000;115430.0000000;
05.10.2018;115430.0000000;115460.0000000;115430.0000000;115460.0000000;
05.10.2018;115470.0000000;115650.0000000;115460.0000000;115590.0000000;
05.10.2018;115610.0000000;115610.0000000;115500.0000000;115510.0000000;
05.10.2018;115510.0000000;115610.0000000;115500.0000000;115590.0000000;
05.10.2018;115600.0000000;115600.0000000;115520.0000000;115520.0000000;
05.10.2018;115510.0000000;115560.0000000;115490.0000000;115560.0000000;
05.10.2018;115550.0000000;115570.0000000;115520.0000000;115520.0000000;
05.10.2018;115530.0000000;115540.0000000;115520.0000000;115520.0000000;
05.10.2018;115550.0000000;115550.0000000;115510.0000000;115510.0000000;
05.10.2018;115510.0000000;115540.0000000;115510.0000000;115530.0000000;
05.10.2018;115530.0000000;115540.0000000;115520.0000000;115520.0000000;
05.10.2018;115520.0000000;115550.0000000;115520.0000000;115530.0000000;
05.10.2018;115540.0000000;115560.0000000;115540.0000000;115540.0000000;
05.10.2018;115540.0000000;115540.0000000;115490.0000000;115520.0000000;
05.10.2018;115530.0000000;115530.0000000;115500.0000000;115510.0000000;
05.10.2018;115510.0000000;115510.0000000;115500.0000000;115510.0000000;
05.10.2018;115500.0000000;115540.0000000;115500.0000000;115530.0000000;
05.10.2018;115520.0000000;115540.0000000;115510.0000000;115540.0000000;
05.10.2018;115530.0000000;115540.0000000;115530.0000000;115530.0000000;
05.10.2018;115530.0000000;115600.0000000;115530.0000000;115600.0000000;
05.10.2018;115600.0000000;115640.0000000;115590.0000000;115610.0000000;
05.10.2018;115610.0000000;115620.0000000;115590.0000000;115590.0000000;
05.10.2018;115590.0000000;115600.0000000;115590.0000000;115590.0000000;
05.10.2018;115600.0000000;115610.0000000;115590.0000000;115590.0000000;
05.10.2018;115590.0000000;115600.0000000;115590.0000000;115600.0000000;
05.10.2018;115610.0000000;115720.0000000;115610.0000000;115690.0000000;
05.10.2018;115690.0000000;115700.0000000;115650.0000000;115660.0000000;
05.10.2018;115650.0000000;115680.0000000;115650.0000000;115660.0000000;
05.10.2018;115650.0000000;115680.0000000;115640.0000000;115680.0000000;
05.10.2018;115680.0000000;115770.0000000;115680.0000000;115710.0000000;
05.10.2018;115710.0000000;115730.0000000;115690.0000000;115700.0000000;
05.10.2018;115700.0000000;115700.0000000;115680.0000000;115700.0000000;
05.10.2018;115690.0000000;115750.0000000;115690.0000000;115740.0000000;
05.10.2018;115730.0000000;115760.0000000;115730.0000000;115740.0000000;
05.10.2018;115750.0000000;115770.0000000;115740.0000000;115750.0000000;
05.10.2018;115750.0000000;116070.0000000;115750.0000000;116050.0000000;
05.10.2018;116040.0000000;116080.0000000;115860.0000000;115880.0000000;
05.10.2018;115880.0000000;115940.0000000;115870.0000000;115920.0000000;
05.10.2018;115910.0000000;115950.0000000;115890.0000000;115890.0000000;
05.10.2018;115890.0000000;115910.0000000;115850.0000000;115880.0000000;
05.10.2018;115890.0000000;115900.0000000;115870.0000000;115900.0000000;
05.10.2018;115900.0000000;116030.0000000;115900.0000000;115960.0000000;
05.10.2018;115970.0000000;115980.0000000;115870.0000000;115880.0000000;
05.10.2018;115880.0000000;115910.0000000;115850.0000000;115890.0000000;
05.10.2018;115910.0000000;115940.0000000;115900.0000000;115910.0000000;
05.10.2018;115910.0000000;115920.0000000;115870.0000000;115910.0000000;
05.10.2018;115910.0000000;115960.0000000;115880.0000000;115950.0000000;
05.10.2018;115970.0000000;116060.0000000;115950.0000000;116010.0000000;
05.10.2018;116010.0000000;116040.0000000;115990.0000000;116000.0000000;
05.10.2018;116000.0000000;116070.0000000;115990.0000000;116070.0000000;
05.10.2018;116050.0000000;116240.0000000;116050.0000000;116090.0000000;
05.10.2018;116090.0000000;116090.0000000;116020.0000000;116090.0000000;
05.10.2018;116090.0000000;116170.0000000;116070.0000000;116140.0000000;
05.10.2018;116140.0000000;116180.0000000;116140.0000000;116150.0000000;
05.10.2018;116140.0000000;116160.0000000;116110.0000000;116160.0000000;
05.10.2018;116170.0000000;116320.0000000;116160.0000000;116310.0000000;
05.12.2018;113460.0000000;113540.0000000;113030.0000000;113180.0000000;
05.12.2018;113200.0000000;113340.0000000;113190.0000000;113240.0000000;
05.12.2018;113250.0000000;113450.0000000;113240.0000000;113370.0000000;
05.12.2018;113380.0000000;113490.0000000;113360.0000000;113440.0000000;
05.12.2018;113430.0000000;113640.0000000;113430.0000000;113550.0000000;
05.12.2018;113560.0000000;113580.0000000;113440.0000000;113530.0000000;
05.12.2018;113530.0000000;113540.0000000;113420.0000000;113480.0000000;
05.12.2018;113480.0000000;113520.0000000;113460.0000000;113490.0000000;
05.12.2018;113480.0000000;113570.0000000;113480.0000000;113570.0000000;
05.12.2018;113570.0000000;113630.0000000;113510.0000000;113540.0000000;
05.12.2018;113550.0000000;113600.0000000;113530.0000000;113580.0000000;
05.12.2018;113580.0000000;113610.0000000;113560.0000000;113580.0000000;
05.12.2018;113560.0000000;113580.0000000;113440.0000000;113490.0000000;
05.12.2018;113490.0000000;113510.0000000;113470.0000000;113490.0000000;
05.12.2018;113490.0000000;113510.0000000;113460.0000000;113500.0000000;
05.12.2018;113490.0000000;113490.0000000;113410.0000000;113450.0000000;
05.12.2018;113450.0000000;113510.0000000;113430.0000000;113480.0000000;
05.12.2018;113480.0000000;113520.0000000;113460.0000000;113520.0000000;
05.12.2018;113510.0000000;113510.0000000;113480.0000000;113490.0000000;
05.12.2018;113490.0000000;113500.0000000;113420.0000000;113480.0000000;
05.12.2018;113480.0000000;113520.0000000;113470.0000000;113510.0000000;
05.12.2018;113500.0000000;113540.0000000;113490.0000000;113540.0000000;
05.12.2018;113540.0000000;113640.0000000;113540.0000000;113630.0000000;
05.12.2018;113630.0000000;113680.0000000;113580.0000000;113600.0000000;
05.12.2018;113610.0000000;113720.0000000;113600.0000000;113690.0000000;
05.12.2018;113700.0000000;113700.0000000;113600.0000000;113650.0000000;
05.12.2018;113630.0000000;113660.0000000;113620.0000000;113650.0000000;
05.12.2018;113650.0000000;113660.0000000;113620.0000000;113650.0000000;
05.12.2018;113660.0000000;113670.0000000;113560.0000000;113580.0000000;
05.12.2018;113580.0000000;113590.0000000;113520.0000000;113570.0000000;
05.12.2018;113570.0000000;113620.0000000;113540.0000000;113570.0000000;
05.12.2018;113570.0000000;113620.0000000;113570.0000000;113590.0000000;
05.12.2018;113580.0000000;113600.0000000;113470.0000000;113520.0000000;
05.12.2018;113520.0000000;113610.0000000;113510.0000000;113570.0000000;
05.12.2018;113570.0000000;113640.0000000;113560.0000000;113640.0000000;
05.12.2018;113650.0000000;113660.0000000;113580.0000000;113640.0000000;
05.12.2018;113630.0000000;113680.0000000;113620.0000000;113640.0000000;
05.12.2018;113650.0000000;113730.0000000;113640.0000000;113720.0000000;
05.12.2018;113700.0000000;113750.0000000;113670.0000000;113720.0000000;
05.12.2018;113720.0000000;113730.0000000;113680.0000000;113720.0000000;
05.12.2018;113720.0000000;113720.0000000;113690.0000000;113720.0000000;
05.12.2018;113710.0000000;113710.0000000;113670.0000000;113680.0000000;
05.12.2018;113690.0000000;113770.0000000;113680.0000000;113770.0000000;
05.12.2018;113770.0000000;113770.0000000;113700.0000000;113700.0000000;
05.12.2018;113710.0000000;113720.0000000;113670.0000000;113700.0000000;
05.12.2018;113690.0000000;113730.0000000;113680.0000000;113680.0000000;
05.12.2018;113680.0000000;113690.0000000;113640.0000000;113660.0000000;
05.12.2018;113650.0000000;113680.0000000;113640.0000000;113650.0000000;
05.12.2018;113660.0000000;113690.0000000;113600.0000000;113610.0000000;
05.12.2018;113620.0000000;113690.0000000;113620.0000000;113670.0000000;
05.12.2018;113670.0000000;113700.0000000;113650.0000000;113690.0000000;
05.12.2018;113680.0000000;113710.0000000;113670.0000000;113710.0000000;
05.12.2018;113690.0000000;113750.0000000;113690.0000000;113750.0000000;
05.12.2018;113750.0000000;113790.0000000;113710.0000000;113740.0000000;
05.12.2018;113730.0000000;113800.0000000;113730.0000000;113780.0000000;
05.12.2018;113770.0000000;113780.0000000;113700.0000000;113710.0000000;
05.12.2018;113720.0000000;113780.0000000;113700.0000000;113770.0000000;
05.12.2018;113760.0000000;113770.0000000;113730.0000000;113730.0000000;
05.12.2018;113730.0000000;113790.0000000;113730.0000000;113740.0000000;
05.12.2018;113760.0000000;113810.0000000;113720.0000000;113720.0000000;
05.12.2018;113720.0000000;113740.0000000;113540.0000000;113570.0000000;
05.12.2018;113560.0000000;113590.0000000;113530.0000000;113570.0000000;
05.12.2018;113580.0000000;113580.0000000;113540.0000000;113570.0000000;
05.12.2018;113560.0000000;113580.0000000;113510.0000000;113550.0000000;
05.12.2018;113530.0000000;113550.0000000;113480.0000000;113510.0000000;
05.12.2018;113510.0000000;113590.0000000;113500.0000000;113590.0000000;
05.12.2018;113580.0000000;113650.0000000;113540.0000000;113650.0000000;
05.12.2018;113650.0000000;113660.0000000;113570.0000000;113590.0000000;
05.12.2018;113590.0000000;113660.0000000;113590.0000000;113640.0000000;
05.12.2018;113640.0000000;113660.0000000;113580.0000000;113580.0000000;
05.12.2018;113580.0000000;113640.0000000;113570.0000000;113610.0000000;
05.12.2018;113630.0000000;113730.0000000;113630.0000000;113720.0000000;
05.12.2018;113710.0000000;113730.0000000;113660.0000000;113690.0000000;
05.12.2018;113690.0000000;113730.0000000;113690.0000000;113710.0000000;
05.12.2018;113700.0000000;113700.0000000;113440.0000000;113450.0000000;
05.12.2018;113440.0000000;113520.0000000;113400.0000000;113500.0000000;
05.12.2018;113500.0000000;113520.0000000;113440.0000000;113480.0000000;
05.12.2018;113470.0000000;113480.0000000;113410.0000000;113460.0000000;
05.12.2018;113470.0000000;113490.0000000;113430.0000000;113430.0000000;
05.12.2018;113430.0000000;113440.0000000;113340.0000000;113400.0000000;
05.12.2018;113400.0000000;113490.0000000;113390.0000000;113470.0000000;
05.12.2018;113470.0000000;113510.0000000;113420.0000000;113490.0000000;
05.12.2018;113480.0000000;113490.0000000;113430.0000000;113480.0000000;
05.12.2018;113480.0000000;113520.0000000;113470.0000000;113510.0000000;
05.12.2018;113500.0000000;113510.0000000;113460.0000000;113460.0000000;
05.12.2018;113450.0000000;113460.0000000;113360.0000000;113370.0000000;
05.12.2018;113360.0000000;113430.0000000;113350.0000000;113400.0000000;
05.12.2018;113400.0000000;113430.0000000;113360.0000000;113420.0000000;
05.12.2018;113410.0000000;113460.0000000;113400.0000000;113460.0000000;
05.12.2018;113460.0000000;113500.0000000;113450.0000000;113470.0000000;
05.12.2018;113460.0000000;113560.0000000;113450.0000000;113540.0000000;
05.12.2018;113550.0000000;113600.0000000;113510.0000000;113590.0000000;
05.12.2018;113590.0000000;113790.0000000;113590.0000000;113770.0000000;
05.12.2018;113760.0000000;113790.0000000;113740.0000000;113750.0000000;
05.12.2018;113750.0000000;113830.0000000;113720.0000000;113800.0000000;
05.12.2018;113790.0000000;113830.0000000;113750.0000000;113790.0000000;
05.12.2018;113770.0000000;113790.0000000;113740.0000000;113770.0000000;
05.12.2018;113760.0000000;113800.0000000;113740.0000000;113770.0000000;
05.12.2018;113780.0000000;113800.0000000;113750.0000000;113800.0000000;
05.12.2018;113800.0000000;113840.0000000;113790.0000000;113830.0000000;
05.12.2018;113830.0000000;113830.0000000;113780.0000000;113780.0000000;
05.12.2018;113790.0000000;113820.0000000;113780.0000000;113810.0000000;
05.12.2018;113810.0000000;113820.0000000;113780.0000000;113800.0000000;
05.12.2018;113800.0000000;113890.0000000;113800.0000000;113890.0000000;
05.12.2018;113890.0000000;113900.0000000;113840.0000000;113850.0000000;
05.12.2018;113860.0000000;113900.0000000;113850.0000000;113870.0000000;
05.12.2018;113860.0000000;113870.0000000;113830.0000000;113860.0000000;
05.12.2018;113860.0000000;113910.0000000;113860.0000000;113870.0000000;
05.12.2018;113880.0000000;113910.0000000;113870.0000000;113870.0000000;
05.12.2018;113870.0000000;113940.0000000;113870.0000000;113930.0000000;
05.12.2018;113940.0000000;113970.0000000;113880.0000000;113880.0000000;
05.12.2018;113890.0000000;113890.0000000;113850.0000000;113860.0000000;
